Country,Year,GDP [million Euro],Population,Emissions_GHG [thousand tonnes CO2eq],Emissions_NOx [tonne],Emissions_PM2.5 [tonne],Emissions_PM10 [tonne],Emissions_SOx [tonne],Emissions_NMVOC [tonne],Emissions_NH3 [tonne],Emissions_Pb [tonne],Emissions_Cd [tonne],Emissions_Hg [tonne],Emissions_As [tonne],Emissions_Ni [tonne],Emissions_Cr [tonne],Cost_GHG [Euro per tonnes CO2eq],Cost_NOx [Euro per tonne],Cost_PM2.5 [Euro per tonne],Cost_PM10 [Euro per tonne],Cost_SOx [Euro per tonne],Cost_NMVOC [Euro per tonne],Cost_NH3 [Euro per tonne],Cost_Pb [Euro per kg],Cost_Cd [Euro per kg],Cost_Hg [Euro per kg],Cost_As [Euro per kg],Cost_Ni [Euro per kg],Cost_Cr [Euro per kg],GDP per capita,External cost GHG,External cost NOx,External cost PM2.5,External cost PM10,External cost SOx,External cost NMVOC,External cost NH3,External cost Pb,External cost Cd,External cost Hg,External cost As,External cost Ni,External cost Cr,Total external cost,GrDP [million Euro],GrDP per capita [Euro],Share external cost [%]
Denmark,1997,153152.1,5275121.0,87788.99,276890,23250,34600,104240,202600,103980,23,1,2,1,13,3,105,25320.0,124113,80593,54274.0,1483.0,25524,32531,185175,16903,11044,24,3129,29032.907491600665,9217.84395,7010.8548,2885.62725,2788.5178,5657.52176,300.4558,2653.98552,748.213,185.175,33.806,11.044,0.312,9.387,31502.743880000005,121649.35612,23060.9603305782,20.56958009717138
Germany,1997,1952617.8,82012162.0,1070886.42,2040190,192800,335130,1233550,2188300,615770,411,19,19,9,194,88,105,74688.0,266647,173147,116457.0,5720.0,90548,32531,185175,16903,11044,24,3129,23808.880931586707,112443.0741,152377.71072,51409.5416,58026.75411,143655.53235,12517.076,55756.74196,13370.241,3518.325,321.157,99.396,4.656,275.352,603775.5578399998,1348842.2421600004,16446.85628651029,30.921338412463502
Estonia,1997,4553.7,1405996.0,17478.05,52250,18110,40850,116620,43090,9540,50,1,1,10,10,10,105,7116.0,26735,17360,6789.0,508.0,15020,32531,185175,16903,11044,24,3129,3238.771660801311,1835.19525,371.811,484.17085,709.156,791.73318,21.88972,143.2908,1626.55,185.175,16.903,110.44,0.24,31.29,6327.8448,-1774.1448,-1261.8419967055383,138.96051123262401
Ireland,1997,73118.8,3654955.0,68437.32,169840,21750,37980,168970,134910,122980,87,1,1,2,28,5,105,29855.0,50219,32609,77934.0,1779.0,15632,32531,185175,16903,11044,24,3129,20005.389943241436,7185.918600000001,5070.5732,1092.26325,1238.48982,13168.50798,240.00489,1922.42336,2830.197,185.175,16.903,22.088,0.672,15.645,32988.8611,40129.9389,10979.59862706928,45.11679773191026
Greece,1997,126353.8,10629267.0,115486.24,423540,67490,94710,546330,307370,78610,392,9,2,3,51,7,105,26670.0,145705,94614,36550.0,3480.0,41129,32531,185175,16903,11044,24,3129,11887.348393826216,12126.0552,11295.8118,9833.63045,8960.89194,19968.3615,1069.6476,3233.15069,12752.152,1666.575,33.806,33.132,1.224,21.903,80996.34117999999,45357.458820000014,4267.223583714664,64.10281382910524
Spain,1997,520831.0,39971329.0,301830.35,1323220,169860,248920,1625110,973310,469310,754,23,10,16,154,32,105,42135.0,201671,130955,71915.0,3611.0,22806,32531,185175,16903,11044,24,3129,13030.114660435735,31692.186749999997,55753.8747,34255.83606,32597.3186,116869.78565,3514.62241,10703.08386,24528.374,4259.025,169.03,176.704,3.696,100.128,314623.66503000015,206207.33496999985,5158.881131272864,60.408014313664154
France,1997,1282409.5,59726386.0,514393.43,1780120,372260,481980,783280,2299600,647800,1139,16,16,17,213,180,105,63655.0,208191,135189,111252.0,6209.0,42588,32531,185175,16903,11044,24,3129,21471.406289340863,54011.31015,113313.5386,77501.18166,65158.39422,87141.46656,14278.2164,27588.5064,37052.809,2962.8,270.448,187.748,5.112,563.22,480034.75099,802374.74901,13434.175458230471,37.43225163179156
Croatia,1997,21332.1,4533028.0,17153.73,90210,39110,50660,77210,109600,45200,190,1,0,1,12,4,105,59833.0,192306,124874,79013.0,5231.0,59914,32531,185175,16903,11044,24,3129,4705.927252159042,1801.1416499999998,5397.53493,7521.08766,6326.11684,6100.59373,573.3176,2708.1128,6180.89,185.175,0.0,11.044,0.288,12.516,36817.818210000005,-15485.718210000006,-3416.1973431445836,172.59350092114704
Italy,1997,1096302.0,56876364.0,518838.31,1838090,212390,269980,1138030,1961950,456020,1706,10,14,25,95,40,105,108205.0,592650,384838,93754.0,15642.0,93026,32531,185175,16903,11044,24,3129,19275.177295088695,54478.022549999994,198890.52845,125872.9335,103898.56324,106694.86462,30688.8219,42421.71652,55497.886,1851.75,236.642,276.1,2.28,125.16,720935.26878,375366.73121999996,6599.696338183642,65.7606452218458
Cyprus,1997,8414.2,666313.0,7161.79,21320,2600,4920,43980,13340,9730,25,0,0,0,8,0,105,15126.0,48390,31422,18211.0,889.0,14690,32531,185175,16903,11044,24,3129,12627.99915355096,751.98795,322.48632,125.814,154.59624,800.91978,11.85926,142.9337,813.275,0.0,0.0,0.0,0.192,0.0,3124.0642500000004,5290.13575,7939.415484914747,37.128476266311715
Latvia,1997,5751.2,2444912.0,-1161.0,48620,28920,33590,43970,61150,15370,162,1,0,14,9,2,105,19176.0,98627,64043,28699.0,665.0,17100,32531,185175,16903,11044,24,3129,2352.3137029062805,-121.905,932.33712,2852.29284,2151.20437,1261.89503,40.66475,262.827,5270.022,185.175,0.0,154.616,0.216,6.258,12995.60311,-7244.40311,-2963.052702919369,225.96333130477117
Lithuania,1997,8922.8,3588013.0,22610.71,81690,8320,9970,70120,84240,38620,4,0,0,0,13,1,105,18399.0,62144,40353,25598.0,647.0,20560,32531,185175,16903,11044,24,3129,2486.8360287434857,2374.12455,1503.01431,517.03808,402.31941,1794.93176,54.50328,794.0272,130.124,0.0,0.0,0.0,0.312,3.129,7573.52359,1349.2764099999995,376.0511486441101,84.87832956022773
Luxembourg,1997,17266.5,416850.0,8872.75,35260,5180,5890,5980,18850,5920,6,0,0,0,0,0,105,71957.0,247472,160696,150219.0,4640.0,82776,32531,185175,16903,11044,24,3129,41421.37459517812,931.63875,2537.20382,1281.90496,946.49944,898.30962,87.464,490.03392,195.186,0.0,0.0,0.0,0.0,0.0,7368.24051,9898.25949,23745.374811083122,42.67361949439666
Hungary,1997,41741.4,10301247.0,75345.7,197400,52400,74400,625630,193380,78000,97,2,2,3,19,11,105,68921.0,261548,169836,77634.0,4795.0,74316,32531,185175,16903,11044,24,3129,4052.0725306363397,7911.2985,13605.0054,13705.1152,12635.7984,48570.15942,927.2571,5796.648,3155.507,370.35,33.806,33.132,0.456,34.419,106778.95202000001,-65037.55202000001,-6313.561068868653,255.8106628431246
Malta,1997,3346.8,381405.0,2811.58,10890,980,1250,10280,3450,1950,0,0,0,0,5,0,105,7158.0,150194,97529,17076.0,2486.0,87032,32531,185175,16903,11044,24,3129,8774.924293074293,295.2159,77.95062,147.19012,121.91125,175.54128,8.5767,169.7124,0.0,0.0,0.0,0.0,0.12,0.0,996.21827,2350.5817300000003,6162.95468071997,29.766292279192058
Netherlands,1997,367861.6,15567107.0,238357.21,521010,39290,53940,109510,372720,212820,55,3,1,1,56,6,105,79400.0,294599,191298,135753.0,6051.0,112156,32531,185175,16903,11044,24,3129,23630.69772694438,25027.50705,41368.194,11574.79471,10318.61412,14866.31103,2255.32872,23869.03992,1789.205,555.525,16.903,11.044,1.344,18.774,131672.58455,236189.01544999998,15172.312713595402,35.79405530503864
Austria,1997,187853.7,7964966.0,62976.64,202250,24960,38630,40400,224520,62970,19,1,1,0,0,0,105,75781.0,227195,147529,113124.0,8226.0,75613,32531,185175,16903,11044,24,3129,23584.997098543798,6612.5472,15326.70725,5670.7872,5699.04527,4570.2096,1846.90152,4761.35061,618.089,185.175,16.903,0.0,0.0,0.0,45307.715650000006,142545.98435,17896.62182487659,24.11861765299273
Poland,1997,140649.2,38639341.0,414192.84,1055390,225580,395310,1921130,898050,370820,553,11,13,56,164,50,105,27011.0,129265,83938,42598.0,3070.0,70606,32531,185175,16903,11044,24,3129,3640.0517286254963,43490.2482,28507.13929,29159.5987,33181.53078,81836.29574,2757.0135,26182.11692,17989.643,2036.925,219.739,618.464,3.936,156.45,266139.10013,-125489.90012999997,-3247.7236123152297,189.22190821561725
Portugal,1997,103306.6,10084196.0,60382.81,273310,73460,110730,275060,244450,73550,327,3,3,3,100,13,105,31431.0,234012,151956,35284.0,2221.0,25361,32531,185175,16903,11044,24,3129,10244.406197578866,6340.19505,8590.40661,17190.52152,16826.08788,9705.21704,542.92345,1865.30155,10637.637,555.525,50.709,33.132,2.4,40.677,72380.73309999998,30925.866900000023,3066.7657490988895,70.06399697599184
Romania,1997,31450.5,22581862.0,151082.47,375590,129750,168280,614040,321160,230670,348,5,2,35,75,22,105,52412.0,217324,141119,61831.0,3748.0,48662,32531,185175,16903,11044,24,3129,1392.7328047616268,15863.65935,19685.42308,28197.789,23747.50532,37966.70724,1203.70768,11224.86354,11320.788,925.875,33.806,386.54,1.8,68.838,150627.30221,-119176.80221,-5277.545412774199,478.93452317133267
Slovenia,1997,18320.7,1986989.0,13932.14,75990,13750,16790,119990,62820,20700,10,1,0,1,3,1,105,84406.0,373078,242259,93509.0,10127.0,80401,32531,185175,16903,11044,24,3129,9220.332875521706,1462.8746999999998,6414.01194,5129.8225,4067.52861,11220.14491,636.17814,1664.3007,325.31,185.175,0.0,11.044,0.072,3.129,31119.591500000006,-12798.891500000005,-6441.349952113477,169.86027553532344
Slovakia,1997,19331.1,5378932.0,42560.86,108870,40530,49420,116990,159440,41430,51,1,2,2,3,4,105,50306.0,233434,151580,60571.0,5753.0,104309,32531,185175,16903,11044,24,3129,3593.8546908568464,4468.8903,5476.81422,9461.08002,7491.0836,7086.20129,917.25832,4321.52187,1659.081,185.175,33.806,22.088,0.072,12.516,41135.58762,-21804.48762,-4053.6834486846087,212.7948622685724
Finland,1997,112033.4,5132320.0,60833.62,271580,30950,49680,100670,195530,35980,32,2,1,13,38,30,105,14520.0,65365,42445,17104.0,634.0,13649,32531,185175,16903,11044,24,3129,21828.99741247623,6387.530100000001,3943.3416,2023.04675,2108.6676,1721.85968,123.96602,491.09102,1040.992,370.35,16.903,143.572,0.912,93.87,18466.101769999997,93567.29823,18230.994604779124,16.482675496771495
Sweden,1997,236645.7,8844499.0,32771.62,234160,38290,57710,60250,252520,62440,24,1,1,1,25,9,105,18625.0,53538,34765,20187.0,932.0,17421,32531,185175,16903,11044,24,3129,26756.25832508998,3441.0201,4361.23,2049.97002,2006.28815,1216.26675,235.34864,1087.76724,780.744,185.175,16.903,11.044,0.6,28.161,15420.5179,221225.1821,25012.74318647105,6.516289076877374
Norway,1997,142336.6,4392714.0,41329.8,239030,47810,57500,31190,404280,27900,13,1,1,3,0,13,105,16865.64706,56741,36845,15510.52941,1117.0,9684,32531,185175,16903,11044,24,3129,32402.88350209005,4339.629,4031.3956167518,2712.78721,2118.5875,483.77341229789994,451.58076,270.1836,422.903,185.175,16.903,33.132,0.0,40.677,15106.7270990497,127229.8729009503,28963.8416935294,10.613382010705397
Switzerland,1997,260529.0,7081346.0,48523.84,105770,12920,20640,21400,185020,62130,132,2,3,0,0,0,105,143134.2577,306655,199126,232060.8763,12280.68085,65004,32531,185175,16903,11044,24,3129,36790.886930253095,5095.003199999999,15139.310436929,3961.9826,4109.96064,4966.102752819999,2272.171570867,4038.69852,4294.092,370.35,50.709,0.0,0.0,0.0,44298.380720616,216230.619279384,30535.242774379898,17.00324367752381
United Kingdom,1997,1374765.3,58239312.0,750738.33,2363140,180840,276840,1767090,2162270,314330,1171,10,12,32,290,115,105,55633.0,268250,174188,117414.0,4722.0,102606,32531,185175,16903,11044,24,3129,23605.452275947217,78827.52464999999,131468.56762,48510.33,48222.20592,207481.10526,10210.23894,32252.14398,38093.801,1851.75,202.836,353.408,6.96,359.835,597840.7063699999,776924.5936300001,13340.208991994963,43.48674689199676
Belgium,1998,231015.7,10192264.0,151431.4,386910,41580,57120,211850,273090,136760,154,2,3,6,70,28,105,67427.0,512037,332491,159275.0,7953.0,162801,32531,185175,16903,11044,24,3129,22665.788484285727,15900.297,26088.18057,21290.49846,18991.88592,33742.40875,2171.88477,22264.66476,5009.774,370.35,50.709,66.264,1.68,87.612,146036.20923,84979.49077,8337.646156928431,63.21484177482309
Bulgaria,1998,13437.6,8283200.0,48075.63,152860,25940,52370,1111630,110050,51730,319,4,2,18,26,9,105,39770.0,309647,201070,46368.0,2791.0,58106,32531,185175,16903,11044,24,3129,1622.271585860537,5047.94115,6079.2422,8032.24318,10530.0359,51544.05984,307.14955,3005.82338,10377.389,740.7,33.806,198.792,0.624,28.161,95925.96719999998,-82488.36719999998,-9958.514487154722,713.8623504197177
Czechia,1998,59824.8,10299125.0,141697.3,319650,69880,93250,425350,343070,106300,227,2,3,6,19,12,105,49118.0,282451,183409,71277.0,8138.0,131699,32531,185175,16903,11044,24,3129,5808.72646948163,14878.216499999999,15700.5687,19737.67588,17102.88925,30317.67195,2791.90366,13999.6037,7384.537,370.35,50.709,66.264,0.456,37.548,122438.39364,-62613.59363999999,-6079.506136686368,204.6616012757251
Denmark,1998,158146.4,5294860.0,83590.6,256690,21190,32490,80600,193450,104140,25,1,2,1,11,2,105,25320.0,124113,80593,54274.0,1483.0,25524,32531,185175,16903,11044,24,3129,29867.909633115887,8777.013,6499.3908,2629.95447,2618.46657,4374.4844,286.88635,2658.06936,813.275,185.175,33.806,11.044,0.264,6.258,28894.086950000008,129252.31304999998,24410.90284728963,18.270467712195792
Germany,1998,2000815.9,82057379.0,1046448.29,2013680,182990,323540,987070,2131340,624350,380,19,19,8,188,86,105,74688.0,266647,173147,116457.0,5720.0,90548,32531,185175,16903,11044,24,3129,24383.131954531473,109877.07045,150397.73184,48793.73453,56019.98038,114951.21099,12191.2648,56533.6438,12361.78,3518.325,321.157,88.352,4.512,269.094,565327.85679,1435488.0432099998,17493.710629119654,28.254866266806456
Estonia,1998,5067.5,1393074.0,15257.86,49680,17420,37810,104630,39560,9680,44,1,1,9,9,9,105,7116.0,26735,17360,6789.0,508.0,15020,32531,185175,16903,11044,24,3129,3637.6387758295687,1602.0753,353.52288,465.7237,656.3816,710.33307,20.09648,145.3936,1431.364,185.175,16.903,99.396,0.216,28.161,5714.74163,-647.2416300000004,-464.61396164166473,112.7724051307351
Ireland,1998,80565.7,3693386.0,70795.05,179610,23160,40000,179770,137490,127560,59,1,0,2,31,5,105,29855.0,50219,32609,77934.0,1779.0,15632,32531,185175,16903,11044,24,3129,21813.506630501117,7433.48025,5362.25655,1163.07204,1304.36,14010.19518,244.59471,1994.01792,1919.329,185.175,0.0,22.088,0.744,15.645,33654.957650000004,46910.74234999999,12701.283415814105,41.77330756140641
Greece,1998,129057.3,10693250.0,121254.35,450420,68960,96150,570870,313220,78650,386,9,3,3,57,7,105,26670.0,145705,94614,36550.0,3480.0,41129,32531,185175,16903,11044,24,3129,12069.043555513992,12731.70675,12012.7014,10047.8168,9097.1361,20865.2985,1090.0056,3234.79585,12556.966,1666.575,50.709,33.132,1.368,21.903,83410.11400000002,45647.18599999999,4268.785074696653,64.63029522545413
Spain,1998,553338.4,40143449.0,310709.18,1309230,165150,245600,1497050,998510,494680,691,24,10,15,170,33,105,42135.0,201671,130955,71915.0,3611.0,22806,32531,185175,16903,11044,24,3129,13784.027376421991,32624.4639,55164.40605,33305.96565,32162.548,107660.35075,3605.61961,11281.67208,22478.921,4444.2,169.03,165.66,4.08,103.257,303170.17403999995,250168.22596000007,6231.856808317592,54.789288804102505
France,1998,1343327.3,59934884.0,526946.6,1809650,365180,472190,815830,2236180,649810,1021,15,14,17,213,159,105,63655.0,208191,135189,111252.0,6209.0,42588,32531,185175,16903,11044,24,3129,22413.11253726628,55329.393,115193.27075,76027.18938,63834.89391,90762.71916,13884.44162,27674.10828,33214.151,2777.625,236.642,187.748,5.112,497.511,479624.8051,863702.4949,14410.68101341449,35.704240143113296
Croatia,1998,22985.8,4536812.0,17432.2,92610,39440,51250,95560,108000,41260,180,1,0,1,14,4,105,59833.0,192306,124874,79013.0,5231.0,59914,32531,185175,16903,11044,24,3129,5066.509258042872,1830.381,5541.13413,7584.54864,6399.7925,7550.48228,564.948,2472.05164,5855.58,185.175,0.0,11.044,0.336,12.516,38007.989190000015,-15022.189190000016,-3311.1773619889946,165.3542151676253
Italy,1998,1134534.9,56904379.0,533708.83,1724570,211800,269220,1003870,1873950,456340,1572,10,14,27,102,42,105,108205.0,592650,384838,93754.0,15642.0,93026,32531,185175,16903,11044,24,3129,19937.56754642731,56039.427149999996,186607.09685,125523.27,103606.08636,94116.82798,29312.3259,42451.48484,51138.732,1851.75,236.642,298.188,2.448,131.418,691315.69708,443219.20291999995,7788.841750122604,60.93384144286791
Cyprus,1998,9152.6,675215.0,7540.46,21730,2560,4830,47340,12960,9860,23,0,0,0,9,0,105,15126.0,48390,31422,18211.0,889.0,14690,32531,185175,16903,11044,24,3129,13555.089860266731,791.7483000000001,328.68798,123.8784,151.76826,862.10874,11.52144,144.8434,748.213,0.0,0.0,0.0,0.216,0.0,3162.9855200000006,5989.61448,8870.677458291062,34.558327906824296
Latvia,1998,6402.4,2420789.0,-713.85,44940,28950,33700,39840,58520,14580,155,1,0,14,10,2,105,19176.0,98627,64043,28699.0,665.0,17100,32531,185175,16903,11044,24,3129,2644.7575563173828,-74.95425,861.76944,2855.25165,2158.2491,1143.36816,38.9158,249.318,5042.305,185.175,0.0,154.616,0.24,6.258,12620.5119,-6218.1119,-2568.630268891671,197.12157784580782
Lithuania,1998,10025.7,3562261.0,15977.08,84180,8900,10950,86160,77010,37820,4,0,0,0,17,1,105,18399.0,62144,40353,25598.0,647.0,20560,32531,185175,16903,11044,24,3129,2814.420391992614,1677.5934,1548.82782,553.0816,441.86535,2205.52368,49.82547,777.5792,130.124,0.0,0.0,0.0,0.408,3.129,7387.95752,2637.742480000001,740.4686181051868,73.69019140808122
Luxembourg,1998,18005.7,422050.0,8111.19,34570,2340,3020,3340,17600,5970,2,0,0,0,0,0,105,71957.0,247472,160696,150219.0,4640.0,82776,32531,185175,16903,11044,24,3129,42662.480748726455,851.67495,2487.55349,579.08448,485.30192,501.73146,81.664,494.17272,65.062,0.0,0.0,0.0,0.0,0.0,5546.24502,12459.45498,29521.27705248193,30.8027181392559
Hungary,1998,43408.6,10279724.0,73581.86,197350,51590,73940,566080,186690,80290,91,2,2,3,19,11,105,68921.0,261548,169836,77634.0,4795.0,74316,32531,185175,16903,11044,24,3129,4222.739832314564,7726.0953,13601.55935,13493.26132,12557.67384,43947.05472,895.17855,5966.83164,2960.321,370.35,33.806,33.132,0.456,34.419,101620.13872,-58211.538720000004,-5662.75307780637,234.10139631317296
Malta,1998,3581.8,384176.0,2774.32,10550,900,1160,10450,4380,1890,0,0,0,0,5,0,105,7158.0,150194,97529,17076.0,2486.0,87032,32531,185175,16903,11044,24,3129,9323.330973303902,291.3036,75.5169,135.1746,113.13364,178.4442,10.88868,164.49048,0.0,0.0,0.0,0.0,0.12,0.0,969.0721,2612.7279000000003,6800.861844571239,27.055449773856715
Netherlands,1998,391460.9,15654192.0,238749.01,499710,36600,50430,100660,375820,197330,43,3,1,1,43,6,105,79400.0,294599,191298,135753.0,6051.0,112156,32531,185175,16903,11044,24,3129,25006.777737234857,25068.64605,39676.974,10782.3234,9647.15814,13664.89698,2274.08682,22131.74348,1398.833,555.525,16.903,11.044,1.032,18.774,125247.93987,266212.96013,17005.85760862011,31.99500636462032
Austria,1998,195011.9,7971116.0,64126.86,214060,24650,38330,35630,216040,63350,18,1,1,0,0,0,105,75781.0,227195,147529,113124.0,8226.0,75613,32531,185175,16903,11044,24,3129,24464.817724393924,6733.320299999999,16221.68086,5600.35675,5654.78657,4030.60812,1777.14504,4790.08355,585.558,185.175,16.903,0.0,0.0,0.0,45595.617190000004,149416.28281,18744.713138034876,23.380940952834163
Poland,1998,155011.6,38659979.0,378247.54,966110,196300,341890,1735020,827680,379450,478,10,13,38,149,44,105,27011.0,129265,83938,42598.0,3070.0,70606,32531,185175,16903,11044,24,3129,4009.614180080129,39715.9917,26095.59721,25374.7195,28697.56282,73908.38196,2540.9776,26791.4467,15549.818,1851.75,219.739,419.672,3.576,137.676,241306.90849,-86295.30849,-2232.1612872578125,155.6702262862908
Portugal,1998,110683.7,10133758.0,66921.33,286590,81340,181470,322240,248280,71560,339,3,3,4,126,14,105,31431.0,234012,151956,35284.0,2221.0,25361,32531,185175,16903,11044,24,3129,10922.2758230461,7026.73965,9007.81029,19034.53608,27575.45532,11369.91616,551.42988,1814.83316,11028.009,555.525,50.709,44.176,3.024,43.806,88105.96954,22577.73045999999,2227.9721362992873,79.60157596827717
Romania,1998,37063.3,22526093.0,131675.77,327470,116370,152040,494440,296000,225770,265,4,2,26,55,20,105,52412.0,217324,141119,61831.0,3748.0,48662,32531,185175,16903,11044,24,3129,1645.3496840308705,13825.95585,17163.35764,25289.99388,21455.73276,30571.71964,1109.408,10986.41974,8620.715,740.7,33.806,287.144,1.32,62.58,130148.85251,-93085.55251,-4132.343434345228,351.15289925613746
Slovenia,1998,19784.6,1984923.0,13397.92,67520,13820,16970,110050,58510,20940,9,1,0,1,3,1,105,84406.0,373078,242259,93509.0,10127.0,80401,32531,185175,16903,11044,24,3129,9967.439542994865,1406.7816,5699.09312,5155.93796,4111.13523,10290.66545,592.53077,1683.59694,292.779,185.175,0.0,11.044,0.072,3.129,29431.940070000004,-9647.340070000006,-4860.3094779999055,148.76186564297487
Slovakia,1998,20333.8,5387650.0,40817.56,109170,41710,52260,117770,160680,35330,52,1,2,2,3,4,105,50306.0,233434,151580,60571.0,5753.0,104309,32531,185175,16903,11044,24,3129,3774.150139671285,4285.8438,5491.90602,9736.53214,7921.5708,7133.44667,924.39204,3685.23697,1691.612,185.175,33.806,22.088,0.072,12.516,41124.19744,-20790.397440000004,-3858.89904503819,202.245509644041
